name_customer,cust_number,invoice_id,total_open_amount,due_in_date,clear_date,Notes
WAL-MAR in,200769623,1930732419,55519.98,17-04-2020,15-04-2020,abhinav
JOR us,200762678,1930660837,34049.07,02-04-2020,30-03-2020,abhinav
COLOM systems,200816950,1990572709,87250.06,17-05-2020,18-05-2020,abhinav
MCLANE corporation,200126819,1930839333,9964.88,20-05-2020,20-05-2020,abhinav
WAL-MAR systems,200769623,1930652743,14640.51,31-03-2020,30-03-2020,abhinav
ASSOCIAT associates,200772670,1930705151,44827.3,09-04-2020,07-04-2020,abhinav
WAL-MAR corp,200769623,1930675622,47278.98,04-04-2020,02-04-2020,abhinav
DEC llc,200020431,1930826113,14598.78,26-04-2020,24-04-2020,abhinav
WAL-MAR ,200769623,1930706506,1572.73,12-04-2020,14-04-2020,abhinav
METRO  in,140104423,2960630381,60455.7,04-05-2020,26-05-2020,abhinav
WAL-MAR foundation,200769623,1930802595,24083.83,06-05-2020,06-05-2020,abhinav
AM foundation,200418007,1930788289,133717.4,01-05-2020,30-04-2020,abhinav
WAL-MAR trust,200769623,1930653175,41819.65,30-03-2020,30-03-2020,abhinav
US  ,200515231,1930812563,1757.95,07-05-2020,02-05-2020,abhinav
SOB systems,140104249,2960624498,121442.07,17-04-2020,23-04-2020,abhinav
WAL-MAR llc,200769623,1930666975,7162.27,03-04-2020,05-04-2020,abhinav
FEDER foundation,140104240,2960621752,147995.55,06-04-2020,09-04-2020,abhinav
BJ'S  co,200726979,1930829412,616.65,11-05-2020,12-05-2020,abhinav
ASSOCIAT systems,200772670,1930672110,4200.59,03-04-2020,01-04-2020,abhinav
COST foundation,200794332,1930878070,83583.99,23-05-2020,23-05-2020,abhinav
GROC corporation,200915438,1930666030,8665,03-04-2020,02-04-2020,abhinav
GROC llc,200915438,1930855707,17857.8,22-05-2020,24-05-2020,abhinav
WAL-MAR trust,200769623,1930797314,6130.04,03-05-2020,24-04-2020,abhinav
SYGMA corporation,200782669,1930659161,8546.27,02-04-2020,04-04-2020,abhinav
COST us,200794332,1930611068,2804.95,21-03-2020,19-03-2020,abhinav
TARG co,200744019,1930822730,54823.02,09-05-2020,07-05-2020,abhinav
WAL-MAR systems,200769623,1930803575,5982.57,06-05-2020,10-05-2020,abhinav
SA trust,200759878,1930737322,29146.92,19-04-2020,07-04-2020,abhinav
WAL-MAR in,200769623,1930751557,2322.34,21-04-2020,18-04-2020,abhinav
FAMILY corp,200786288,1930739077,12058.3,18-04-2020,18-04-2020,abhinav
WAL-MAR foundation,200769623,1930579982,45327.14,14-03-2020,13-03-2020,abhinav
WAL-MAR trust,200769623,1930729213,1397.7,16-04-2020,10-04-2020,abhinav
DOLLA trust,200148860,1930715180,3630.92,02-06-2020,31-05-2020,abhinav
WAL-MAR associates,200769623,1930876616,3403.8,22-05-2020,18-05-2020,abhinav
FOOD 4 in,200779719,1930670693,13388.51,04-04-2020,06-04-2020,abhinav
COST in,200794332,1930717252,463.65,14-04-2020,09-04-2020,abhinav
SUPE trust,200793568,1930803419,14558.46,07-05-2020,04-05-2020,abhinav
WAL-MAR llc,200769623,1930649493,21675.05,29-03-2020,28-03-2020,abhinav
COST co,200794332,1930611055,1311.75,22-03-2020,21-03-2020,abhinav
COSTCO us,140104429,2960631400,2909.43,08-05-2020,25-05-2020,abhinav
FOODL trust,200508557,1930832793,2372.57,20-05-2020,16-05-2020,abhinav
PUBLI foundation,200707822,1930846768,19232,16-05-2020,21-05-2020,abhinav
WAL-MAR trust,200769623,1930726854,2373.96,15-04-2020,11-04-2020,abhinav
LOB ,140104409,2960617490,123470.42,23-03-2020,26-03-2020,abhinav
WAL-M co,140106408,2960629506,51476.76,28-04-2020,08-05-2020,abhinav
WAL-MAR ,200769623,1930682264,21738.41,05-04-2020,13-04-2020,abhinav
DEC associates,200020431,1930682762,3855.07,26-03-2020,26-03-2020,abhinav
SA associates,200759878,1930683912,23906.9,06-04-2020,11-04-2020,abhinav
WALG co,200712105,1930713203,42639.74,11-04-2020,21-04-2020,abhinav
WAL-MAR llc,200769623,1930610793,65141.6,21-03-2020,21-03-2020,abhinav
ALBERT corporation,200920735,1930604930,129460.58,20-03-2020,21-03-2020,abhinav
BOZZU co,200779906,1930782663,75913.5,29-04-2020,29-04-2020,abhinav
WAL-MAR ,200769623,1930716934,21540.08,13-04-2020,12-04-2020,abhinav
ASSOCIAT co,200772670,1930860915,85828.74,20-05-2020,20-05-2020,abhinav
TARG co,200744019,1930769636,411.6,26-04-2020,27-04-2020,abhinav
UNIFIE llc,200792293,1930844297,705.29,16-05-2020,18-05-2020,abhinav
WAL-MAR systems,200769623,1930819793,20203.93,09-05-2020,01-05-2020,abhinav
WAL-MAR foundation,200769623,1930827229,42294.52,12-05-2020,12-05-2020,abhinav
WAL-MAR systems,200769623,1930879640,47556.5,26-05-2020,25-05-2020,abhinav
KROGER co,200729290,1930581972,5539.72,15-03-2020,02-04-2020,abhinav
NATURA us,100030964,1930908000,6692.21,30-05-2020,01-06-2020,abhinav
BJ'S  foundation,200726979,1930830821,643.05,13-05-2020,13-05-2020,abhinav
JETR us,200705089,1930675666,32460.03,05-04-2020,03-04-2020,abhinav
SPAR associates,200712187,1930793416,98213.69,30-04-2020,29-04-2020,abhinav
WAL-MAR corp,200769623,1930797954,943.12,02-05-2020,28-04-2020,abhinav
SYSCO F in,200718130,1930860933,1930.58,20-05-2020,09-06-2020,abhinav
WAL-MAR associates,200769623,1930758836,51152.24,23-04-2020,23-04-2020,abhinav
PUBLI ,200707822,1930686223,74663.07,06-04-2020,06-04-2020,abhinav
WAL-MAR trust,200769623,1930593006,68964.07,19-03-2020,19-03-2020,abhinav
DEC llc,200020431,1930678795,585.54,26-03-2020,25-03-2020,abhinav
SA in,200759878,1930719785,13293.68,14-04-2020,21-04-2020,abhinav
H T H associates,200078795,1930809134,6910.3,07-05-2020,04-05-2020,abhinav
KRFT FDS ,CCU002,1930691230,8683.19,02-05-2020,29-04-2020,abhinav
SA us,200759878,1930821651,41847.25,09-05-2020,09-05-2020,abhinav
WAL-MAR ,200769623,1930883081,4218.47,24-05-2020,20-05-2020,abhinav
SUPE co,200936373,1930851578,31734.8,20-05-2020,20-05-2020,abhinav
C&S WH co,200762301,1930825959,114498.02,10-05-2020,10-05-2020,abhinav
WAL-MAR foundation,200769623,1930740856,38145.01,19-04-2020,23-04-2020,abhinav
SYSC llc,100026939,1930586662,39530.23,17-03-2020,14-04-2020,abhinav
KROGER in,200752302,1930873900,56683.76,21-05-2020,16-05-2020,abhinav
C&S WH us,200762301,1930818459,17740.28,07-05-2020,15-05-2020,abhinav
SUPE trust,200936373,1930718642,39354.29,13-04-2020,14-04-2020,abhinav
ALBERT foundation,200920735,1930671880,25481.67,09-04-2020,09-04-2020,abhinav
ASSOCIAT in,200772670,1930780442,75076.37,28-04-2020,28-04-2020,abhinav
WAL-MAR corporation,200769623,1930791196,10759.83,01-05-2020,29-04-2020,abhinav
ASSOCIAT trust,200772670,1930831151,112897.01,12-05-2020,14-05-2020,abhinav
CPG trust,100052024,1930757969,26793.74,11-06-2020,12-06-2020,abhinav
WAL-MAR corp,200769623,1930732487,55117.98,18-04-2020,13-04-2020,abhinav
DOLLA corp,200148860,1930686831,9865.8,07-04-2020,11-04-2020,abhinav
WEIS corp,200771157,1930831097,62961.87,13-05-2020,14-05-2020,abhinav
GROC ,200915438,1930688652,8196.5,11-04-2020,12-04-2020,abhinav
DOLLA corp,200148860,1930704956,9525.6,10-04-2020,10-04-2020,abhinav
US  us,200357714,1930750697,2296.04,21-04-2020,18-04-2020,abhinav
SA ,200759878,1930714591,63022.17,13-04-2020,14-04-2020,abhinav
WAL-MAR in,200769623,1930850893,296.23,18-05-2020,14-05-2020,abhinav
WAL-MAR trust,200769623,1930822189,19869.86,09-05-2020,12-05-2020,abhinav
OK corporation,200739534,1930844810,22457.54,17-05-2020,17-05-2020,abhinav
WEIS us,200771157,1930670962,87490.31,03-04-2020,31-03-2020,abhinav
DOLLAR trust,100001196,1930843066,82801.28,16-05-2020,16-05-2020,abhinav
DELHAIZE foundation,100031704,1930780942,69165.27,28-04-2020,27-04-2020,abhinav
WAL-MAR co,200769623,1930585109,31416.82,18-03-2020,21-03-2020,abhinav
WAL-MAR trust,200769623,1930706404,28028.36,11-04-2020,14-04-2020,abhinav
C&S WH foundation,200762301,1930642274,3314.64,17-05-2020,16-05-2020,abhinav
DEC co,200803720,1930765349,11133.56,11-04-2020,04-04-2020,abhinav
SA co,200759878,1930823074,33238.87,11-05-2020,13-05-2020,abhinav
SWEET  co,200692711,1930646461,54944,22-03-2020,21-03-2020,abhinav
JOSE co,100036009,1990571726,12244.96,30-04-2020,01-05-2020,abhinav
AM corporation,200418007,1930652983,6596.93,02-04-2020,01-04-2020,abhinav
KROGER corporation,200875006,1930810956,95819.78,09-05-2020,06-05-2020,abhinav
COSTCO llc,140104429,2960618854,87637.75,20-03-2020,21-03-2020,abhinav
SOUTHE ,200701040,1930670617,17280.61,08-04-2020,08-04-2020,abhinav
SA ,200759878,1930576785,106456.46,13-04-2020,13-04-2020,abhinav
BJ'S  corporation,200726979,1930630086,693.27,23-03-2020,23-03-2020,abhinav
SUPERB systems,200132251,1930794464,1443.6,07-05-2020,07-05-2020,abhinav
WAL-MAR systems,200769623,1930884537,7850.87,26-05-2020,07-05-2020,abhinav
WAL-MAR co,200769623,1930582320,14894.71,17-03-2020,14-03-2020,abhinav
DEF. F corp,100044041,1930810543,2668.8,09-05-2020,21-05-2020,abhinav
WAL-MAR foundation,200769623,1930797463,11079.7,03-05-2020,04-05-2020,abhinav
C&S WH trust,200762301,1930573873,13023.66,18-03-2020,21-03-2020,abhinav
BAS ,100004536,1930765834,3745.49,29-04-2020,01-05-2020,abhinav
PUBLI associates,200707822,1930782104,78502.37,28-04-2020,01-05-2020,abhinav
WAKE co,200704858,1930723060,60101.01,16-04-2020,18-04-2020,abhinav
LOB systems,140104409,2960619283,174685.74,29-03-2020,02-04-2020,abhinav
BJ'S  corporation,200726979,1930752532,357.34,21-04-2020,18-04-2020,abhinav
SUPER  foundation,200749225,1930684678,6316.31,07-04-2020,04-04-2020,abhinav
WAL-MAR trust,200769623,1930663085,471.56,01-04-2020,28-03-2020,abhinav
QUI co,200742791,1930834403,29302.82,14-05-2020,14-05-2020,abhinav
KRAFT  trust,CCCA02,1930580020,22173.48,05-04-2020,01-04-2020,abhinav
PUBLI corp,200707822,1930723180,100135.3,14-04-2020,10-04-2020,abhinav
WAL-MAR associates,200769623,1930676258,22659.99,04-04-2020,05-04-2020,abhinav
WAL-MAR corp,200769623,1930853429,13687.68,18-05-2020,10-05-2020,abhinav
WAL-MAR ,200769623,1930630118,6987.57,25-03-2020,21-03-2020,abhinav
WAL-MAR llc,200769623,1930620054,44728.5,23-03-2020,22-03-2020,abhinav
OK ,200739534,1930706811,66543.69,12-04-2020,13-04-2020,abhinav
KRAFT  ,CCCA02,1930647900,16934.4,22-04-2020,06-05-2020,abhinav
CORE-M foundation,140104331,2960630281,17614.08,08-05-2020,08-05-2020,abhinav
COST in,200794332,1930647583,49987.9,19-05-2020,17-05-2020,abhinav
WAL-MAR corp,200769623,1930777661,71621.6,29-04-2020,09-05-2020,abhinav
MCL foundation,200799367,1930624419,1007.59,12-05-2020,14-05-2020,abhinav
BJ'S  associates,200726979,1930577567,292.19,14-03-2020,11-03-2020,abhinav
SCHNU foundation,200747369,1930823661,131693.37,10-05-2020,10-05-2020,abhinav
BROOKS foundation,200743129,1930832011,20046.75,15-05-2020,15-05-2020,abhinav
WAL-MAR us,200769623,1930832718,58796.8,14-05-2020,12-05-2020,abhinav
TARG us,200744019,1930654114,13125.09,31-03-2020,29-03-2020,abhinav
WAL-M co,140106408,2960625299,14079.08,13-04-2020,19-04-2020,abhinav
INTERN systems,100007916,1991840171,3941.32,28-04-2020,04-05-2020,abhinav
SA us,200759878,1930797495,104802.66,03-05-2020,04-05-2020,abhinav
KRAFT  in,CCCA02,1930710852,7896,02-05-2020,11-05-2020,abhinav
KING S systems,200707005,1930809485,146053.49,08-05-2020,08-05-2020,abhinav
DOLLA associates,200148860,1930637801,78958.04,25-03-2020,28-03-2020,abhinav
WINC in,200706844,1930815429,81138.72,08-05-2020,19-05-2020,abhinav
SA foundation,200759878,1930817075,14163.92,10-05-2020,10-05-2020,abhinav
FAMILY co,200786288,1930820088,10684.42,09-05-2020,08-05-2020,abhinav
WAL-MAR foundation,200769623,1930716783,102.1,12-04-2020,13-04-2020,abhinav
WINC in,200706844,1930834281,23974.69,16-05-2020,14-05-2020,abhinav
KROGER corp,200752302,1930684366,69425.71,05-04-2020,06-04-2020,abhinav
WAL-MAR ,200769623,1930719870,15016.28,14-04-2020,17-04-2020,abhinav
BJ'S  corporation,200726979,1930752676,307.99,20-04-2020,21-04-2020,abhinav
WAL-MAR trust,200769623,1930684856,16062.34,08-04-2020,05-04-2020,abhinav
WAL-MAR in,200769623,1930620643,37609.1,22-03-2020,20-03-2020,abhinav
BUY- corp,140104285,2960624684,103975.5,17-04-2020,16-04-2020,abhinav
SYSCO  systems,200785971,1930699630,21880.51,09-04-2020,09-04-2020,abhinav
HY -  trust,200795490,1930581647,86195.59,14-03-2020,15-03-2020,abhinav
DELHAIZE co,100031704,1930683997,17252.04,08-04-2020,07-04-2020,abhinav
KROGER corporation,200752302,1930789926,66989.75,30-04-2020,02-05-2020,abhinav
SYSCO  foundation,200714710,1930660465,28722.14,31-03-2020,01-04-2020,abhinav
WAL-MAR co,200769623,1930597348,17253.36,19-03-2020,18-03-2020,abhinav
WAL-MAR trust,200769623,1930676445,17819.88,04-04-2020,06-04-2020,abhinav
WAL-MAR co,200769623,1930852868,13612.84,19-05-2020,17-05-2020,abhinav
WAL-MAR llc,200769623,1930691817,23910.51,09-04-2020,11-04-2020,abhinav
WAL-MAR associates,200769623,1930713743,12439.02,13-04-2020,12-04-2020,abhinav
DELHAIZE associates,100031704,1930655018,17608.04,01-04-2020,27-03-2020,abhinav
WAL-MAR in,200769623,1930699768,34823.63,09-04-2020,07-04-2020,abhinav
HY -  ,200795490,1930860625,55005.23,20-05-2020,17-05-2020,abhinav
WAL-MAR corp,200769623,1930573531,45830.4,14-03-2020,13-03-2020,abhinav
SYSCO F co,200718130,1930681721,14248.86,14-04-2020,12-04-2020,abhinav
SING trust,100050364,1930804744,22707.2,06-05-2020,06-05-2020,abhinav
MAXIMU co,200791792,1930592150,55424.38,19-03-2020,18-03-2020,abhinav
C&S WH systems,200762301,1930670697,122644.38,03-04-2020,04-04-2020,abhinav
WAL-M foundation,140106408,2960618003,55037.56,11-03-2020,16-03-2020,abhinav
PERFOR systems,200722444,1930652372,60080.19,01-04-2020,01-04-2020,abhinav
WAL-MAR associates,200769623,1930719706,41855.23,14-04-2020,13-04-2020,abhinav
NATURA systems,100030964,1930877475,2224,22-05-2020,23-05-2020,abhinav
MEIJ systems,200780383,1930659692,11366.77,01-04-2020,19-03-2020,abhinav
C&S WH co,200762301,1930710167,28380.72,12-04-2020,15-04-2020,abhinav
ALBERT co,200920735,1930798186,94135.56,07-05-2020,07-05-2020,abhinav
WAKE foundation,200704858,1930655745,83581.68,01-04-2020,01-04-2020,abhinav
WAL-MAR trust,200769623,1930884507,29454.29,25-05-2020,24-05-2020,abhinav
WAL-MAR corporation,200769623,1930652226,20661.03,31-03-2020,30-03-2020,abhinav
TARG foundation,200744019,1930801731,7664.54,06-05-2020,06-05-2020,abhinav
JET foundation,100049207,1930611372,28340.06,27-03-2020,15-03-2020,abhinav
WAL-MAR corporation,200769623,1930589663,64526.9,19-03-2020,21-03-2020,abhinav
WAL-MAR trust,200769623,1930724865,53382.73,16-04-2020,17-04-2020,abhinav
DECA us,200592182,1930706242,2055.58,26-03-2020,12-03-2020,abhinav
REINHA corp,200756072,1930571065,29664,14-03-2020,05-02-2020,abhinav
COST trust,200794332,1930703503,34675.97,10-04-2020,11-04-2020,abhinav
M us,200793830,1930623185,135840.55,23-03-2020,23-03-2020,abhinav
C associates,200778870,1930704324,107477.59,10-04-2020,11-04-2020,abhinav
SA us,200759878,1930723932,7094.17,16-04-2020,16-04-2020,abhinav
SUPE llc,200936373,1930703599,74518.4,09-04-2020,06-04-2020,abhinav
SAFEW corp,200772595,1930665921,25746.88,03-04-2020,05-04-2020,abhinav
WAL-MAR associates,200769623,1930675873,49453.09,06-04-2020,03-04-2020,abhinav
WAL-MAR us,200769623,1930687334,16209.57,07-04-2020,06-04-2020,abhinav
NASH  associates,200777735,1930763869,100409.87,23-04-2020,20-04-2020,abhinav
PERFOR us,200722444,1930808260,37230.68,06-05-2020,16-05-2020,abhinav
M B  associates,200741174,1930684585,26733.51,08-04-2020,06-04-2020,abhinav
DEC co,200416837,1930822940,68.52,09-05-2020,03-05-2020,abhinav
ASSOCIAT associates,200772670,1930620142,71462.89,22-03-2020,15-03-2020,abhinav
WAL-MAR trust,200769623,1930633779,19893.54,25-03-2020,03-04-2020,abhinav
SA in,200759878,1930605098,15936.79,20-03-2020,18-03-2020,abhinav
PUBLI corporation,200707822,1930797047,37589.92,01-05-2020,29-04-2020,abhinav
WAL-MAR llc,200769623,1930689710,44174.51,07-04-2020,05-04-2020,abhinav
WAL-MAR trust,200769623,1930666371,1898.9,03-04-2020,30-03-2020,abhinav
COST in,200794332,1930651710,44617.93,01-04-2020,09-04-2020,abhinav
AM co,200418007,1930802758,1142.4,08-05-2020,08-05-2020,abhinav
WAL-MAR corp,200769623,1930822170,47714.12,10-05-2020,15-05-2020,abhinav
FEDER corporation,140104240,2960613775,84664.68,18-03-2020,28-03-2020,abhinav
DEC trust,200416837,1930675385,740.44,26-03-2020,31-03-2020,abhinav
KROG foundation,200749782,1930782620,69269.39,29-04-2020,29-04-2020,abhinav
WAL-MAR co,200769623,1930750709,5968.72,20-04-2020,20-04-2020,abhinav
DEC systems,200416837,1930599524,225.36,24-03-2020,23-03-2020,abhinav
NASH  in,200777735,1930789167,93663.02,30-04-2020,28-04-2020,abhinav
HAR ,200762950,1930857011,86498.34,21-05-2020,22-05-2020,abhinav
WAL-MAR corporation,200769623,1930794947,31166.49,02-05-2020,30-04-2020,abhinav
TARG in,200744019,1930732926,412.57,18-04-2020,20-04-2020,abhinav
SA corporation,200759878,1930767362,27952.78,24-04-2020,23-04-2020,abhinav
SYGMA co,200782669,1930642827,1897.8,06-04-2020,03-04-2020,abhinav
BJ'S  ,200726979,1930671710,14906.54,03-04-2020,02-04-2020,abhinav
BEN  foundation,200725421,1930686587,21850.63,08-04-2020,07-04-2020,abhinav
WAL-MAR in,200769623,1930580037,5484.46,17-03-2020,22-03-2020,abhinav
WAL-MAR co,200769623,1930861606,471.56,20-05-2020,16-05-2020,abhinav
PUBLI llc,200707822,1930638028,82526.33,26-03-2020,28-03-2020,abhinav
ALBERT ,200407025,1930716442,58448.78,14-04-2020,15-04-2020,abhinav
BJ'S  co,200726979,1930635497,744.02,27-03-2020,03-04-2020,abhinav
DOLLA ,200148860,1930596157,5297.87,08-05-2020,08-05-2020,abhinav
ASSOC G foundation,200782772,1930586822,34101.3,17-03-2020,18-03-2020,abhinav
SA llc,200759878,1930779251,10863.36,26-04-2020,30-04-2020,abhinav
WAL-MAR trust,200769623,1930609544,35865.6,21-03-2020,22-03-2020,abhinav
DEMOU systems,200793088,1930662957,90739.39,02-04-2020,02-04-2020,abhinav
DEC trust,200416837,1930772747,6273.93,11-04-2020,17-04-2020,abhinav
ASSOCIAT systems,200772670,1930669794,7587.35,02-04-2020,01-04-2020,abhinav
WAL-MAR trust,200769623,1930624242,15587.44,25-03-2020,21-03-2020,abhinav
PERISH associates,200526831,1930733926,55478.41,17-04-2020,15-04-2020,abhinav
KROGER in,200875006,1930843049,43786.62,15-05-2020,28-05-2020,abhinav
DEC associates,200803720,1930692142,21805.99,26-03-2020,23-03-2020,abhinav
WAL-MAR corporation,200769623,1930719418,3983.68,14-04-2020,10-04-2020,abhinav
DOLLAR ,100001196,1930799193,8546.58,05-05-2020,07-05-2020,abhinav
UNIFIE us,200792293,1930583795,113682,16-03-2020,19-03-2020,abhinav
WAL-MAR foundation,200769623,1930607219,52497.64,21-03-2020,19-03-2020,abhinav
GORDON F systems,140105847,2960617594,13907.9,14-03-2020,20-03-2020,abhinav
OK trust,200739534,1930708627,12874.7,10-04-2020,11-04-2020,abhinav
QUI co,200742791,1930653653,55626.12,01-04-2020,28-03-2020,abhinav
WAL-MAR in,200769623,1930692511,33055.55,10-04-2020,07-04-2020,abhinav
FAMILY corp,200786288,1930793953,74170.45,01-05-2020,01-05-2020,abhinav
WAL-MAR trust,200769623,1930717127,18504.29,14-04-2020,18-04-2020,abhinav
WAL-MAR co,200769623,1930686693,23184.7,07-04-2020,06-04-2020,abhinav
DECA in,200230690,1930857765,5443,24-05-2020,24-05-2020,abhinav
ALBER llc,200750051,1930856421,51889.73,19-05-2020,20-05-2020,abhinav
C&S WH systems,200762301,1930705690,13519.84,09-04-2020,08-04-2020,abhinav
DEC corporation,200020431,1930602982,1101.89,11-03-2020,05-03-2020,abhinav
DOLLAR llc,100001196,1930655376,8285.88,22-05-2020,11-05-2020,abhinav
WAL-MAR corporation,200769623,1930693034,65207.79,09-04-2020,08-04-2020,abhinav
WAL-MAR us,200769623,1930710530,313.61,11-04-2020,11-04-2020,abhinav
WAL-MAR in,200769623,1930623654,53145.78,25-03-2020,25-03-2020,abhinav
WAL-MAR corporation,200769623,1930708868,264.98,11-04-2020,10-04-2020,abhinav
WAL-MAR llc,200769623,1930622646,42157.96,23-03-2020,25-03-2020,abhinav
KROG systems,200029010,1930653344,10627.58,29-03-2020,26-02-2020,abhinav
TARG in,200744019,1930826760,7664.54,11-05-2020,11-05-2020,abhinav
PUBLI trust,200707822,1930583369,37736.14,16-03-2020,15-03-2020,abhinav
WINC trust,200706844,1930866675,17393.93,22-05-2020,22-05-2020,abhinav
DOLLA trust,200148860,1930800590,8299.69,23-06-2020,22-06-2020,abhinav
WAL-MAR co,200769623,1930779869,4033.98,29-04-2020,26-03-2020,abhinav
PUBLI in,200707822,1930743921,134512.9,18-04-2020,19-04-2020,abhinav
BJ'S  trust,200726979,1930619550,474.62,21-03-2020,04-04-2020,abhinav
LOB corp,140104409,2960622226,80646.64,10-04-2020,12-04-2020,abhinav
OK co,200739534,1930699998,40777.35,09-04-2020,06-04-2020,abhinav
